,CollectionTime,actualCapital,association,associationDetail,autoBid,bankCapital,bankFunds,bidSecurity,bindingFlag,businessType,companyName,credit,displayFlg,equityVoList,fundCapital,gjlhhFlag,gjlhhTime,gruarantee,inspection,juridicalPerson,locationArea,locationAreaName,locationCity,locationCityName,manageExpense,manageExpenseDetail,newTrustCreditor,officeAddress,oldPlatName,onlineDate,payment,paymode,platBackground,platBackgroundDetail,platBackgroundDetailExpand,platBackgroundExpand,platBackgroundExpandChild,platBackgroundMark,platCode,platEquity,platId,platIsStatic,platName,platNamePin,platStatus,problem,problemTime,rechargeExpense,rechargeExpenseDetail,recordId,recordLicId,registeredCapital,riskCapital,riskFunds,riskReserve,riskcontrol,riskcontrolDetail,riskcontrolDetailArray,securityModel,securityModelCode,securityModelOther,servicePhone,serviceTel,showShuju,transferExpense,transferExpenseDetail,trustCapital,trustCreditor,trustCreditorMonth,trustFunds,tzjPj,vipExpense,vipExpenseDetail,withTzj,withdrawExpense,withdrawExpenseDetail
2781,2018/12/21 8:14,500,0,,,,0,-,0,,滨州市创信泰冠投资咨询有限公司,0,1,,,0,,,0,荆艳,37,山东,3716,滨州,,,,山东省滨州市渤海十三路魏鑫嘉园1号楼,,2014/7/31,,,0,,民营系,2,,,bzcxtg,0,2931,1,创信泰冠,cxtg,5,1,2015/9/14,,,鲁ICP备14016871号-1,,500,,0,0,0,,,,,,3278188,400-0021-817,0,,,,,0,,,,,0,,
2782,2018/12/21 8:15,0,0,,,,0,-,0,,青岛邦顿金融信息科技有限公司,0,1,,,0,,,0,杨顿,37,山东,3702,青岛,,,,山东省青岛市崂山区株洲路153号1号楼B座1003,,2014/9/18,,,2,民营系,民营系,2,,,1061,0,1061,1,爱口袋,akd,2,1,2016/1/11,,,鲁ICP备14021834号-1,,1000,,0,0,0,,,,,,,400-869-0169,0,,,,,0,0,,,,0,,
2783,2018/12/21 8:15,1700,1,2016年03月15日加入上海市互联网金融行业协会任理事单位职务,,上海华瑞银行,1,-,1,,医信金融信息服务(上海)有限公司,0,1,,,0,,,0,沈国贤,31,上海,3112,闵行,,,随时,上海市闵行区吴中路686弄金虹桥广场D座12F,医界贷,2014/1/1,,,0,,风投系,5,,,yijiedai,0,421,1,医界贷,yjd2,1,0,,,,沪ICP备13044971号,,5100,,0,0,0,,,小贷公司,1,,021-64059866,400-602-1788,0,,,,,0,,,,,0,,
2784,2018/12/21 8:16,0,0,,支持,内蒙古鄂托克前旗农商银行,1,抵押物与贷后催收,1,,中通信和财富管理有限公司,0,1,,,0,,,0,张月彬,11,北京,1108,海淀,无管理费,,3个月,北京市海淀区东冉北街9号A幢4层B区B4026号,,2016/5/11,1,借记卡网付,0,,民营系,2,,,,0,5217,1,中通财富宝,ztcfb,1,0,,无充值费,,京ICP备15013961号-1,京B2-20160135,5000,,0,0,0,,,,,,,400-8890237,0,转让金额的千分之五,,,,0,,,无VIP费,,0,2万元以下2元，超过2万元（包含）5元,
2785,2018/12/21 8:16,0,0,,,,0,-,0,,江阴九一贷信息咨询服务有限公司,0,1,,,0,,,0,孔玉宇,32,江苏,3202,无锡,,,,江苏省无锡江阴市长江路169号汇富大厦18楼,,2014/8/11,,,0,,民营系,2,,,,0,806,1,九一贷,jyd5,2,1,2017/5/23,,,苏ICP备14013282号,,5000,,0,0,0,,,,,,0510-80661035,400-822-9191,0,,,,,0,,,,,0,,
2786,2018/12/21 8:16,0,0,,,,0,-,0,,重庆澜鼎信息技术有限公司,0,1,,,0,,,0,魏旭龙,50,重庆,5012,渝北,,,,重庆市渝北区黄山大道中段55号附2号麒麟C座9楼,,2014/7/12,,,0,,民营系,2,,,rongmofang,0,3728,1,融魔方,rmf1,8,1,2017/4/1,,,渝ICP备14002761号,,500,,0,0,0,,,,,,,4006-023-730,0,,,,,0,,,,,0,,
2787,2018/12/21 8:16,900,0,,,,0,-,0,,东阿县名宏电子商务有限公司,0,1,,,0,,,0,武长保,37,山东,3715,聊城,,,,东阿县商业街西首路北安居小区临街一层门市自东向西第3-6间,,2014/12/12,,,0,,民营系,2,,,,0,3119,1,名宏创投,mhct1,3,1,2015/1/17,,,鲁ICP备14032870号-1,,900,,0,0,0,,,,,,0635-3291868,400-6350-129,0,,,,,0,,,,,0,,
2788,2018/12/21 8:16,8000,0,,支持,,0,所有用户本息保障,1,个人信贷(30%)、车贷(10%)、房贷(40%)、,上海银米金融信息服务有限公司,0,1,,第三方存管存管机构为汇金融资担保,0,,汇金融资担保(承保5000万元),0,聂洪鹏,31,上海,3115,浦东,0(银米贷用户投资零手续费！),,随时,上海市浦东新区南汇新城镇港辉路509号304室,银米金融,2014/11/5,"1,2,3,4","借记卡网付,信用卡网付,线下充值(有奖励),线下充值(无奖励)",2,民营系,民营系,2,,,,0,1403,1,银米贷,ymd,5,1,2015/7/26,0(银米贷用户网上充值零手续费，以实际到账金额计算！),,沪ICP备14050001号-1,,8000,汇金融资担保,2,0,0,,,融资性担保公司,2,,021-31206088,4000992883,0,0(银米贷VIP用户可以享受流转标零手续费，普通用户将收取0.08％的转让费用。),,,,0,,,120元(银米贷VIP用户可以享受自动投标，流转标零手续费！),,0,0(银米贷用户提现零手续费，以实际到账金额计算！),
2789,2018/12/21 8:16,0,0,,,众邦银行,1,强抵押资产,1,车贷(30%)、农村金融(70%),爱搜奇（北京）科技有限公司,0,1,,,0,,,0,马顺,11,北京,1105,朝阳,无,,1个月,北京市朝阳区尚都国际A-2916,,2014/8/8,1,借记卡网付,2,民营系,风投系,5,,,zhaoyinzi,1,1012,1,找银子,zyz,1,0,,无,,京ICP备11027567号-19,京ICP证150062号,10000,,0,0,0,,,信息中介服务平台,1,信息中介服务平台,010-58700095,010-58700398,0,无,,,,0,,,无,,0,2元/笔,
2790,2018/12/21 8:16,1200,0,,,,0,-,0,,潍坊富赢网络科技有限公司,0,1,,,0,,,0,庄永明,37,山东,3707,潍坊,,,,山东省潍坊市奎文区胜利东街5087号潍坊金融服务区2号楼907,,2014/12/27,,,0,,民营系,2,,,,0,2580,1,富赢财富,fycf1,5,1,2015/6/27,,,鲁ICP备14032174号-1,,1200,,0,0,0,,,,,,13864662678,4000919552,0,,,,,0,,,,,0,,
2791,2018/12/21 8:16,1000,0,,不支持,,0,保本保息,1,车贷(40%)、房贷(40%)、供应链金融(20%),深圳市天天贷金融服务有限公司,0,1,,,0,,,0,吴新根,44,广东,4403,深圳,,,不可转让,,,2014/9/1,,,0,,民营系,2,,,4294,0,4294,1,E贷网,edw3,3,1,2016/5/1,,,粤ICP备14069968号-1,,1000,,0,0,0,,,小贷公司,1,,,,0,,,,,0,,,,,0,,
2792,2018/12/21 8:16,7605,0,,不支持,,0,担保,1,票据(100%),上海华荻资产管理有限公司,0,1,,,0,,,0,王靖超,31,上海,3115,浦东,0,,不可转让,上海浦东新区福山路388号越秀大厦19层,,2016/11/14,"1,2","借记卡网付,信用卡网付",0,国资控股,国资控股,4,国资控股,国粮（沈阳）储备有限公司持有平台100%股权,6353,0,6353,1,映贝金服,ybjf,6,1,2018/7/5,0,,沪ICP备16045359号-3,,10000,,0,0,0,,,非融资性担保公司,3,,0571-86772529,400-055-6601,0,无,,,,0,,,0,,0,0,
2793,2018/12/21 8:16,0,0,,,,0,-,0,,福建金诚融讯网络信息服务有限公司,0,1,,,0,,,0,林必贵,35,福建,3501,福州,,,,福建省福州市仓山区金山街道浦上大道272号仓山万达广场A2#楼20层,,2014/2/10,,,2,民营系,民营系,2,,,rongxunwang,0,414,1,融讯网,rxw1,3,1,2015/4/17,,,闽ICP备13018277号,,1000,,0,0,0,,,,,,0591-83509072,4000-3939-55,0,,,,,0,1,,,,0,,
2794,2018/12/21 8:16,0,0,,,,0,-,0,,上海仲惠互联网金融信息服务有限公司,0,1,,,0,,,0,李汉珍,31,上海,3108,闸北,,,,上海市闸北区天目西路433号（恒汇国际大厦）28楼,,2014/5/26,,,0,,民营系,2,,,,0,5337,1,富邦贷,fbd2,2,1,2017/5/23,,,沪ICP备14029097号,,6100,,0,0,0,,,,,,021-80161588,400-031-1366,0,,,,,0,,,,,0,,
2795,2018/12/21 8:16,200,0,,支持,,0,-,1,企业信贷(22%)、供应链金融(78%),山东宝来投资有限公司,0,1,,,0,,,0,张长岭,37,山东,3701,济南,0,,1个月,济南市槐荫区齐州路2477号绿地缤纷城九层,,2016/4/6,"1,3","借记卡网付,线下充值(有奖励)",0,,民营系,2,,,,0,7127,1,宝来金融,bljr222,1,0,,0,,鲁ICP备15038530号-1,,2000,,0,0,0,,,信息中介,1,信息中介,,400-836-6670,0,,,,,0,,,0,,0,0,
2796,2018/12/21 8:16,0,0,,,,0,-,0,,淄博矩顺投资咨询有限公司,0,1,,,0,,,0,毕应增,37,山东,3703,淄博,,,,山东省淄博市张店区金晶大道96号2号楼909号,,2015/1/23,,,0,,民营系,2,,,,0,3106,1,矩顺财富,jscf2,2,1,2015/1/22,,,鲁ICP备14034984号-1,,1000,,0,0,0,,,,,,13792183751,400-105-3367,0,,,,,0,,,,,0,,
2797,2018/12/21 8:16,0,0,,,,0,-,0,,深圳前海中诚在线资本管理有限公司,0,1,,,0,,,0,席裕新,44,广东,4403,深圳,,,,深圳市福田区彩田路橄榄大厦2402,,2015/3/31,,,0,,民营系,2,,,,0,4858,1,中诚在线,zczx2,2,1,2015/10/30,,,粤ICP备14076506号-1,,2000,,0,0,0,,,,,,0755-61976698,400-838-2252,0,,,,,0,,,,,0,,
2798,2018/12/21 8:16,500,0,,,,0,-,0,,杭州卡趣电子商务有限公司,0,1,,,0,,,0,陈枫,33,浙江,3301,杭州,,,,杭州市西湖区嘉华国际商务中心506,,2014/1/8,,,2,民营系,民营系,2,,,ikaqu,0,397,1,卡趣网,kqw,3,1,2015/6/27,,,浙ICP备13008226号-2,,1000,,0,0,0,,,,,,88279880,400-888-9527,0,,,,,0,0,,,,0,,
2799,2018/12/21 8:16,300,0,,,,0,-,0,,安徽亿德彩票技术咨询有限公司,0,1,,,0,,,0,李维伟,37,山东,3701,济南,,,,合肥市瑶海区胜利路51号秀珍大厦C座1912室,,2015/1/1,,,0,,民营系,2,,,qilongxintou,0,3006,1,启隆信投,qlxt,3,1,2015/3/13,,,皖ICP备11018469号-8,,300,,0,0,0,,,,,,15856990007,400-607-5098,0,,,,,0,,,,,0,,
2800,2018/12/21 8:16,0,0,,,,0,-,0,,北京活琪王投资有限公司,0,1,,,0,,,0,陈雨欣,11,北京,1105,朝阳,,,,北京市朝阳区万达广场6号楼606,,2015/9/14,,,0,,民营系,2,,,,0,4993,1,活琪王,hqw,1,0,,,,京ICP备15037172号-1,京ICP证160035号,3000,,0,0,0,,,,,,010-58203851,4006985185,0,,,,,0,,,,,0,,
2801,2018/12/21 8:16,0,0,,,,0,-,0,,都匀市百茂源投资中心（有限合伙）,0,1,,,0,,,0,曹斌,52,贵州,5227,黔南,,,,,,2014/10/15,,,2,民营系,民营系,2,,,xyydai,0,879,1,兴业易贷,xyyd,3,1,2014/12/23,,,黔ICP备14002267号,,500,,0,0,0,,,,,,0854-6629999,,0,,,,,0,0,,,,0,,
2802,2018/12/21 8:17,0,0,,,,0,风险准备金法律援助金,1,车贷(100%),福建万桥投资咨询有限公司,0,1,,,0,,,0,张明,35,福建,3501,福州,,,1个月,福州市台江区万达中心20层,,2016/1/25,,,0,,民营系,2,,,4397,0,4397,1,宝利源,bly4,2,1,2017/2/1,,,闽ICP备13013576号-2,,3000,,0,0,0,,,小贷公司、平台垫付,"1,4",,,400-008-5511,0,,,,,0,,,,,0,,
2803,2018/12/21 8:17,0,0,,,,0,-,0,,重庆企盟信息技术有限公司,0,1,,,0,,,0,张明波,50,重庆,5001,万州,,,,重庆江北区洋河一路78号国际商会大厦20楼1号,,2013/5/1,,,2,民营系,民营系,2,,,jjry,0,3800,1,金点贷,jdd2,2,1,2016/1/18,,,渝ICP备10020788号,,1000,,0,0,0,,,,,,,4008-363-123,0,,,,,0,,,,,0,,
2804,2018/12/21 8:17,0,0,,,,0,VIP保本保息,1,车贷(70%)、房贷(10%)、,马鞍山鑫诚投资咨询有限公司,0,1,,,0,,,0,岳承平,34,安徽,3405,马鞍山,,,,马鞍山当涂县姑孰镇太白中路497号,,2016/3/24,,,0,,民营系,2,,,4885,0,4885,1,鑫诚投资,xctz,2,1,2017/12/22,,,皖ICP备16004449号,,5000,,0,0,0,,,小贷公司,1,,,0555-6111108,0,,,,,0,,,,,0,,
2805,2018/12/21 8:18,0,0,,,,0,-,0,,青岛明润通投资有限公司,0,1,,,0,,,0,李梦梦,37,山东,3702,青岛,,,,青岛市城阳区正阳中路17号1-2层,,2014/1/17,,,0,,民营系,2,,,tongdacf,0,4008,1,通达财富,tdcf,5,1,2016/1/25,,,鲁ICP备14004173号-1,,1000,,0,0,0,,,,,,0532-58713518,13589266983,0,,,,,0,,,,,0,,
2806,2018/12/21 8:18,0,0,,,,0,-,1,供应链金融(80%),上海沃库金融信息服务有限公司,0,1,,,0,,,0,吕益,31,上海,3115,浦东,,,不可转让,上海市浦东新区世纪大道1500号东方大厦529室,,2016/5/26,,,0,,民营系,2,,,,0,5281,1,9金服,jwsssjrw,1,0,,,,沪ICP备15027160号,,1000,,0,0,0,,,保理公司担保、全体股东担保,1,保理公司担保、全体股东担保,,400-921-5333,0,,,,,0,,,,,0,,
2807,2018/12/21 8:18,0,0,,,,0,-,0,,雪惠（上海）金融信息服务有限公司,0,1,,,0,,,0,王修葵,31,上海,3115,浦东,,,,上海市浦东新区浙桥路277号碧云国际2幢1606、1607室,,2015/6/8,,,0,,民营系,2,,,,0,2511,1,苹果金融,pgjr,3,1,2015/7/10,,,沪ICP备15023640号-1,,5000,,0,0,0,,,,,,,400-606-9737,0,,,,,0,,,,,0,,
2808,2018/12/21 8:18,0,0,,支持,,0,VIP保本保息,1,,深圳市旺鸿投资有限公司,0,1,,,0,,,0,何润满,44,广东,4403,深圳,,,不可转让,深圳市宝安区新中心区海秀路2021号荣超滨海大厦A座9楼A920,,2015/3/18,,,0,,民营系,2,,,1f1d,0,2106,1,壹方壹贷,yfyd,5,1,2016/3/3,,,粤ICP备15012927号-1,,5000,,0,0,0,,,平台垫付,4,,0755-23284086,4000808229,0,,,,,0,0,,,,0,,
2809,2018/12/21 8:19,0,0,,不支持,,0,-,0,,浙江汇力投资管理有限公司,0,1,,,0,,,1,蒋定格,33,浙江,3301,杭州,,,不可转让,杭州市下城区建国北路658号1501、1503室,,2013/8/8,,,2,民营系,民营系,2,,,jrexc,0,221,1,锦融运通,jryt,3,1,2014/8/20,,,浙ICP备13018558号-1,,2000,,0,0,0,,,,,,,400-808-3123,0,,,,,0,0,,,,0,,
2810,2018/12/21 8:19,0,0,,,,0,-,0,,上海跃龙资产管理有限公司,0,1,,,0,,,0,赖海龙,31,上海,3117,松江,,,,上海市松江区九亭镇九亭西大街1182号,,2015/1/7,,,0,,民营系,2,,,,0,4944,1,跃龙财富,ylcf7,9,1,2018/11/12,,,沪ICP备14049475号-1,,5000,,0,0,0,,,,,,,4007825888,0,,,,,0,,,,,0,,
2811,2018/12/21 8:19,0,0,,,,0,-,0,,潍坊新锐联电子商务有限公司,0,1,,,0,,,0,尹宪尧,37,山东,3707,潍坊,,,,山东省潍坊高新区健康东街以北惠贤路以西A号楼W-39,,2014/12/21,,,0,,民营系,2,,,,0,2754,1,新锐联,xrl,3,1,2015/6/6,,,鲁ICP备14033209号-1,,1000,,0,0,0,,,,,,15753660766,4001026007,0,,,,,0,,,,,0,,
2812,2018/12/21 8:19,0,0,,,,0,-,0,,青岛鑫海洋资产管理有限公司,0,1,,,0,,,0,张法滨,37,山东,3702,青岛,,,,青岛市城阳区正阳路海都国际A座805室,,2015/5/8,,,0,,民营系,2,,,hongshangdai,0,2412,1,鸿商贷,hsd8,5,1,2015/7/24,,,鲁ICP备14023674号-1,,500,,0,0,0,,,,,,15725323517,400-6767-913,0,,,,,0,,,,,0,,
2813,2018/12/21 8:19,0,0,,,,0,-,0,,深圳高新盛创投电子商务有限公司,0,1,,,0,,,0,陈志权,44,广东,4403,深圳,,,,深圳市宝安区西乡银田宝安大道4004号旭生大厦15楼1503-1506室,,2013/9/11,,,2,民营系,民营系,2,,,gxs58,0,256,1,高新盛,gxs,3,1,2015/1/10,,,粤ICP备13045671号-1,,10000,,0,0,0,,,,,,13626102163,400-1166-399,0,,,,,0,0,,,,0,,
2814,2018/12/21 8:19,0,0,,,,0,-,1,,深圳市禾盛互联网供应链生态管理有限公司,0,1,,,0,,,0,许进,44,广东,4403,深圳,,,,深圳市前海深港合作区前湾一路A栋201室（入驻深圳市前海商务秘书有限公司,,2015/8/8,,,0,,民营系,2,,,,0,2687,1,88供应链,bbgyl,2,1,2017/8/11,,,粤ICP备15062199号-1,,15000,,0,0,0,,,,,,0755—61866608,400—165—1818,0,,,,,0,,,,,0,,
2815,2018/12/21 8:19,0,0,,,,0,-,0,,黑龙江省中金金融服务有限公司,0,1,,,0,,,0,李前进,23,黑龙江,2301,哈尔滨,,,,黑龙江省哈尔滨市南岗区宣化街243号,,2014/6/16,,,2,民营系,民营系,2,,,hljjrj,0,939,1,金融街,jrj,2,1,2016/4/1,,,黑ICP备14002153号-1,,2000,,0,0,0,,,,,,,400-0000-977,0,,,,,0,0,,,,0,,
2816,2018/12/21 8:19,0,0,,不支持,,0,-,0,,大连新大陆投资咨询有限公司,0,1,,,0,,,0,曲日新,21,辽宁,2102,大连,,,不可转让,辽宁省大连市经济技术开发区金湖里23栋-2-3-2号,,2014/3/12,,,2,民营系,民营系,2,,,,0,349,1,辽商贷,lsd2,2,1,2015/7/10,,,辽ICP备13008756号,,1000,,0,0,0,,,,,,,4006067579,0,,,,,0,0,,,,0,,
2817,2018/12/21 8:19,1000,0,,,,0,-,0,,潍坊裕德电子商务有限公司,0,1,,,0,,,0,陈亮,37,山东,3707,潍坊,,,,山东省潍坊市奎文区胜利东街5051号一号楼1-1908,,2014/11/27,,,0,,民营系,2,,,,0,2698,1,裕德财富,ydcf11,3,1,2015/6/15,,,鲁ICP备14030401号-1,,1000,,0,0,0,,,,,,400-0126-606,400-0126-606,0,,,,,0,,,,,0,,
2818,2018/12/21 8:19,0,0,,,,0,-,0,,东莞市俊特信贷咨询有限公司,0,1,,,0,,,0,唐军,44,广东,4403,深圳,,,,深圳市宝安区海秀路2021号荣超滨海大厦B座610,,2012/3/28,,,2,民营系,民营系,2,,,hao8dai,0,98,1,好帮贷,hbd,2,1,2016/4/20,,,粤ICP备12079399号,,100,,0,0,0,,,,,,0755-23221966,0755-85291286,0,,,,,0,0,,,,0,,
2819,2018/12/21 8:19,0,0,,,,0,-,0,,常州益航投资管理有限公司,0,1,,,0,,,0,王伟霞,32,江苏,3204,常州,,,,常州市天宁区通江南路255号交银大厦16F-1604,,2015/4/16,,,0,,民营系,2,,,,0,2823,1,益航贷,yhd4,2,1,2015/9/7,,,苏ICP备15015935号-1,,3000,,0,0,0,,,,,,,400-808-1604,0,,,,,0,,,,,0,,
2820,2018/12/21 8:19,0,0,,,,0,-,0,,宁波永升金融服务外包有限公司,0,1,,,0,,,0,胡盈盈,33,浙江,3302,宁波,,,,宁海县跃龙街道徐霞客大道21号,,2015/6/12,,,0,,民营系,2,,,gclend,0,2512,1,缑城贷,gcd,3,1,2015/7/10,,,浙ICP备15000777号-2,,3000,,0,0,0,,,,,,,0574-83535583,0,,,,,0,,,,,0,,
2821,2018/12/21 8:19,0,0,,支持,,0,VIP保本保息,1,个人信贷(50%)、车贷(25%)、房贷(25%),广州市商惠宝电子商务有限公司,0,1,,,0,,,0,王宪永,44,广东,4401,广州,,,随时,广州市天河区珠江新城华明路9号华普广场西塔2604,商会易贷,2014/9/19,,,0,,民营系,2,,,shhbao,0,1484,1,商会易贷,shyd,2,1,2015/10/1,,,粤ICP备14051409号,,1000,,0,100,0,,,小贷公司、非融资性担保公司、平台垫付,"1,3,4,02",,,4006653066,0,,,,,0,,,,,0,,
2822,2018/12/21 8:19,0,0,,,,0,-,0,,淄博鸿睿投资有限公司,0,1,,,0,,,0,亓宪忠,37,山东,3703,淄博,,,,,,2014/12/20,,,0,,民营系,2,,,yyjyd,0,2410,1,锦煜贷,jyd,5,1,2015/7/24,,,鲁ICP备14033625号-1,,1000,,0,0,0,,,,,,3265888,400-6816-533,0,,,,,0,,,,,0,,
2823,2018/12/21 8:19,0,0,,不支持,,0,-,0,,四川蜀运通投资咨询管理有限责任公司,0,1,,,0,,,0,胡楷,51,四川,5101,成都,,,不可转让,成都市东大街牛王庙段100号成都商会大厦A座1601,,2013/11/6,,,2,民营系,民营系,2,,,shuyidai,0,384,1,蜀易贷,syd4,3,1,2014/12/17,,,蜀ICP备13021705号,,1000,,0,0,0,,,,,,,400—9939—018,0,,,,,0,0,,,,0,,
2824,2018/12/21 8:19,0,0,,,,0,-,1,,温州中祯资产管理有限公司,0,1,,,0,,,0,张晓,33,浙江,3303,温州,,,,温州鹿城区东瓯智库（原黎明工业区）58号三楼,,2014/8/21,,,2,民营系,民营系,2,,,,0,991,1,寻钱网,xqw,8,1,2016/6/29,,,浙ICP备14023329号-2,,100,,0,0,0,,,,,,,4009261926,0,,,,,0,0,,,,0,,
2825,2018/12/21 8:19,0,0,,,,0,-,1,供应链金融(80%)、,华惠金服信息科技（北京）有限公司,0,1,,,0,,,0,周煜琛,11,北京,1101,东城,,,,北京市东城区和平里东街11号航星科技园8号楼2层,,2016/6/7,,,0,,民营系,2,,,,0,4590,1,碧有信,byx,1,0,,,,京ICP备16021736号,,5000,,0,0,0,,,非融资性担保公司、保理公司,"3,6",,,400-611-1799,0,,,,,0,0,,,,0,,
2826,2018/12/21 8:19,0,0,,不支持,,0,-,0,,湖南农银创业投资担保有限公司,0,1,,,0,,,0,魏小勇,43,湖南,4312,怀化,,,不可转让,湖南怀化市西部轮胎市场3栋116号,,2014/2/10,,,2,民营系,民营系,2,,,nongyindai,0,413,1,农银贷,nyd,3,1,2014/8/15,,,湘ICP备13010233号-1,,5000,,0,0,0,,,,,,,0745-2773222,0,,,,,0,0,,,,0,,
2827,2018/12/21 8:19,0,0,,支持,,0,-,0,个人信贷(100%),厦门蓝象网络科技有限公司,0,1,,,0,,,0,叶妍,35,福建,3502,厦门,0,,随时,福建省厦门市湖里区泗水道599号B栋1302室,,2012/4/10,,,0,,民营系,2,,,sohodai,0,48,1,搜好贷,shd2,2,1,2018/5/24,1%(<spanstyle=,,闽ICP备08104229号,,1500,,0,0,0,,,,,,,0592-2051215,0,,,,,0,,,,,0,0,
2828,2018/12/21 8:19,0,0,,支持,,0,VIP，保本息；普通会员，保本金,1,,成都易融时代投资咨询有限公司,0,1,,,0,,,0,刘昊,51,四川,5101,成都,,,不可转让,成都市高新区高新国际广场B座701号,,2013/9/25,,,2,民营系,民营系,2,,,yrd100,0,326,1,易融贷,yrd2,5,1,2016/5/22,,,蜀ICP备13017294号-2,,1100,,0,0,0,,,担保机构担保,1,担保机构担保,028-65337922,400-028-3788,0,,,,,0,0,,,,0,,
2829,2018/12/21 8:19,500,0,,,,0,-,1,,深圳优旺诺祥投资发展有限公司,0,1,,,0,,,0,张友启,44,广东,4403,深圳,,,,深圳市福田区中康路卓越城梅林中心广场1栋7楼705室,优旺诺祥,2014/12/1,,,0,,民营系,2,,,,0,1413,1,优旺诺祥,ywnx,5,1,2015/8/21,,,粤ICP备14051542号-1,,500,,0,0,0,,,,,,0755-66605987,0755-66605987,0,,,,,0,,,,,0,,
2830,2018/12/21 8:19,200,0,,,,0,-,0,,山东融易信投资管理有限公司,0,1,,,0,,,0,王祥,37,山东,3717,菏泽,,,,菏泽市丹阳办事处都庄社区人民路1388号南华康城1#商务楼09001室,,2013/9/2,,,2,民营系,民营系,2,,,rongyixin,0,297,1,融易信,ryx,3,1,2015/6/22,,,鲁ICP备13018623号-1,,5000,,0,0,0,,,,,,0530-5901555,0530-5901555,0,,,,,0,0,,,,0,,
2831,2018/12/21 8:19,0,0,,,,0,-,0,,安徽兴飞投资咨询有限公司,0,1,,,0,,,0,叶松柏,34,安徽,3401,合肥,,,,合肥市庐阳区蒙城北路金都华庭一期8幢101室,,2014/11/29,,,0,,民营系,2,,,xfcf888,0,2967,1,兴飞财富,xfcf3,3,1,2015/4/2,,,皖ICP备14019496号-1,,2000,,0,0,0,,,,,,18955163319,400-015-0568,0,,,,,0,,,,,0,,
2832,2018/12/21 8:19,0,0,,不支持,,0,-,0,,江苏苏聚投资咨询有限公司,0,1,,,0,,,0,苏毅,32,江苏,3212,泰州,,,不可转让,江苏省靖江市银厦新村5区108号三楼,,2013/12/30,,,2,民营系,民营系,2,,,sujuct,0,476,1,苏聚创投,sjct,2,1,2016/6/1,,,苏ICP备13058832号,,500,,0,0,0,,,,,,0523-84501055,400-799-1055,0,,,,,0,0,,,,0,,
2833,2018/12/21 8:20,1000,0,,,,0,-,0,,潍坊亿润鑫电子商务有限公司,0,1,,,0,,,0,石鹏,37,山东,3707,潍坊,,,,山东省潍坊市昌邑市烟汕路香邑城市广场A#105、106、107号,,2014/11/13,,,0,,民营系,2,,,,0,2970,1,亿润贷,yrd6,3,1,2015/3/31,,,鲁ICP备14028555号-1,,1000,,0,0,0,,,,,,7179988,4000-627-728,0,,,,,0,,,,,0,,
2834,2018/12/21 8:20,50,0,,不支持,,0,-,0,,南京霍森新型建材有限公司,0,1,,,0,,,0,叶善满,32,江苏,3201,南京,,,不可转让,南京市秦淮区中山南路369号盈嘉大厦21层,,2013/9/12,,,2,民营系,民营系,2,,,ankdai,0,362,1,安客创投,akct,3,1,2013/11/19,,,苏ICP备13041315号-1,,50,,0,0,0,,,,,,,400-601-5808,0,,,,,0,0,,,,0,,
2835,2018/12/21 8:20,500,0,,,,0,-,0,,温州大展投资控股有限公司,0,1,,,0,,,1,徐慧,33,浙江,3303,温州,,,,温州市瓯江路海港大厦1幢1801室北首,,2013/8/30,,,2,民营系,民营系,2,,,ledaitong,0,279,1,乐贷通,ldt,3,1,2015/1/17,,,浙ICP备13024832号-1,,500,,0,0,0,,,,,,57755551777,13777777595,0,,,,,0,0,,,,0,,
2836,2018/12/21 8:22,500,0,,,,0,-,0,,曹县易通投资咨询有限公司,0,1,,,0,,,0,刘会来,37,山东,3717,菏泽,,,,山东省菏泽市曹县青菏街道办事处吕庄村,,2015/1/9,,,0,,民营系,2,,,,0,3025,1,易通投资,yttz1,3,1,2015/3/2,,,鲁ICP备14032494号-1,,500,,0,0,0,,,,,,3.71721E+14,400-0093-679,0,,,,,0,,,,,0,,
2837,2018/12/21 8:22,300,0,,,,0,-,0,,安徽亿德彩票技术咨询有限公司,0,1,,,0,,,0,李维伟,34,安徽,3401,合肥,,,,合肥市瑶海区胜利路51号秀珍大厦C座1912室,,2014/11/17,,,0,,民营系,2,,,yidehf,0,3005,1,亿德汇富,ydhf,3,1,2015/3/13,,,皖ICP备11018469号-8,,300,,0,0,0,,,,,,15856990007,4008267007,0,,,,,0,,,,,0,,
2838,2018/12/21 8:22,0,1,2016年03月25日加入中国互联网金融协会任会员职务,,,0,-,0,,深圳前海航空航运交易中心有限公司,0,1,,,0,,,0,刘小勇,44,广东,4403,深圳,,,,深圳市福田区益田路6001号太平金融大厦11楼前海航交所(靠近福田、市民中心地铁站),,2014/11/5,,,0,上市参股,上市参股,3,上市参股,A股公司海南航空等共同共持有平台13.61%股份,asexchange,1,4767,1,前海航交所,qhhjs,2,1,2018/7/27,,,粤ICP备14060204号-1,,20000,,0,0,0,,,,,,0755-82786411,400-1616-566,0,,,,,0,,,,,0,,
